496	N?????F@om@w{LyM^w?	36	11	3	4111,8215,12295
499	N?????F@o}BwwN}K^w?	38	11	1	12295
500	N?????F@pMBwwLuM^w?	36	11	2	20487,8219
502	N?????F@splEdpXq^w?	36	11	4	5145,17433,10262,18454
503	N?????F@u@fxNq}K^w?	39	12	2	9475,9731
504	N?????F@uMFF]o}K^w?	38	12	2	6172,992
505	N?????FAuPEb{K~o^w?	37	12	5	5379,6668,976,992,5056
508	N?????FBt`~CRq^o^w?	39	11	1	3085
510	N?????FESpBwXewL^w?	35	11	6	12295,24583,1561,12806,2712,2528
512	N?????FKM?~CNqNqXy?	36	11	5	3079,3083,3091,18451,17923
514	N?????FME@vCPtNq^w?	36	11	2	2588,4576
515	N?????FMLpGz]G`s~w?	37	12	6	1564,4636,5148,2528,8672,10464
516	N?????FMM@WyNqNq^w?	38	12	7	3107,3139,3203,3331,3587,4636,8732
518	N?????FPe@FJmKNq^w?	36	11	1	866
519	N?????FPu@VENqNq^w?	38	12	1	3331
520	N?????FUKpCzXq~o^w?	39	12	2	1561,1816
522	N?????F_N@Bzno^sNy?	39	11	1	1795
524	N?????F`o}Bw]KwJ^w?	37	11	3	12295,24583,12550
525	N?????FeG}BwXswJ^w?	37	11	2	12295,24583
526	N?????FeJPQxXs~o^w?	39	13	10	2585,8729,16921,1809,5142,9238,17430,1810,1812,1816
527	N?????FkI]~C^ono^w?	41	13	3	2573,2821,2825
528	N?????Fo@pwx}GNsFy?	36	11	9	4615,4619,4627,2595,2627,2691,3587,6659,2528
556	N?????H@hqwt}S|g^w?	38	12	2	1936,2912
557	N?????H@hsWh}S|g^w?	36	11	2	5008,9056
559	N?????HAOL_u}R|k^w?	36	11	4	1936,2960,3424,3680
563	N?????HOO]Eu{Inc^w?	35	11	6	914,2946,1456,1488,1936,5520
575	N?????J@o}^A|GwM^w?	37	11	2	1488,1760
576	N?????J@p``x{Lrq^w?	37	11	1	4111
577	N?????J@p`~A|Grq^w?	37	11	1	1984
583	N?????K?w]@w{J{F^w?	35	11	6	4111,8207,12295,12299,12301,12302
586	N?????KBE]U][{^o]]?	39	12	3	1329,1585,1840
600	N?????Ko@f`yBs{H~w?	35	11	4	8207,8711,8715,9484
607	N?????N?ow{X{K~C^w?	37	12	10	6151,1336,9272,1392,1456,976,992,3008,5056,3776
608	N?????N?pgxX{K~CNw?	36	11	1	2512
609	N?????N@oM^B{M}o^w?	39	12	5	992,1504,1760,1888,1952
610	N?????NB?W]F{u{u^w?	39	11	1	1840
611	N?????NBoU]`|o{M^w?	39	12	7	880,944,976,1488,1744,1872,1936
613	N?????NBo]@w{N{N^w?	40	12	3	4111,8207,16399
614	N?????NBo]]F{M~o^w?	42	14	4	6151,6155,6157,6158
616	N?????NBp]BwwLsM^w?	38	11	4	12295,20487,12299,24587
618	N?????NBsWMF[qno^w?	38	11	1	6158
619	N?????NBs]MF{K~o^w?	41	12	1	6158
620	N?????NBu@}ENqNq^w?	40	12	7	2063,3079,18439,3083,18443,3331,3587
622	N?????NBva@p{L{L^w?	39	12	6	880,2416,2672,944,976,992
624	N?????NDPeWFycNpZw?	36	11	4	4119,6151,20499,6659
625	N?????NZB@QZ\ofq^w?	38	12	4	1558,4646,3590,5638
632	N?????O@w^@{{Fyw^w?	37	11	2	4111,12295
650	N?????RBO}]QzGwM^w?	37	11	2	1480,1712
651	N?????RBR@}QzGfq^w?	37	12	5	6151,5382,3590,8648,8880
653	N?????RCtXlevozo^w?	40	12	1	968
659	N?????VIu@{oFq~O^w?	38	12	2	3079,10247
661	N?????Vc?]`ywJZs^w?	37	11	1	20487
665	N?????W@v@o{]DFq^w?	35	11	8	1287,5127,17415,5638,4378,4380,2784,8928
667	N?????W@zoo|xw~o^w?	40	12	1	1816
672	N?????WE?N_}}Bx{^w?	37	12	7	4111,4119,12295,20487,1816,2840,3296
677	N?????WM?Nc{uBp{^w?	36	11	1	796
679	N?????WgG}jagxXw^w?	36	11	1	4869
682	N?????XErLFwloro[e?	36	11	5	17415,24611,17446,17670,920
683	N?????XFRDfwloro[s?	36	11	7	17415,24611,24643,17478,17670,920,1816
684	N?????XPqHSsMqmE^w?	35	11	6	2657,1634,2658,1698,9762,4504
685	N?????XRuHFXNoxg]w?	37	11	2	9251,9475
689	N?????[UBFSyg{voNw?	37	12	10	6213,6277,6661,794,8730,16922,824,8504,16696,4888
690	N?????[WNFByZofs^w?	39	12	2	1543,1798
692	N?????[cAFc]fBZs^w?	36	11	1	4408
694	N?????^@oM[F}E}E^w?	39	12	3	992,1504,1760
695	N?????^Bo]@w{FwN^w?	39	11	2	4111,12295
696	N?????^Fo}BwwNwN^w?	42	11	1	12295
706	N?????_Hv?ZEFyFy^w?	36	11	6	1287,3079,17415,3083,3091,3331
717	N?????bGoxbewrvK^w?	38	12	2	964,3128
728	N?????fEoE[buI~A^w?	37	11	1	1984
735	N?????kCxEB`oxrE^w?	34	11	4	2356,1732,2360,1736
736	N?????kC}`[ABrBr^w?	35	11	4	3079,18439,3083,17419
737	N?????nFu@fxNqvo^w?	43	14	4	1287,17415,9227,24587
739	N?????oBw^@{{Frw^w?	39	11	1	4111
740	N?????oGu_xeByBy^w?	35	11	3	3083,17419,3587
742	N?????oKE@@zNqr{^w?	36	11	7	1287,1291,9475,781,782,1804,4876
743	N?????oKF_@~B}r{^w?	38	12	8	1039,17415,17419,1293,1549,1294,1550,1804
746	N?????oWAFBynAb{^w?	35	11	3	4365,782,5388
747	N?????okB_@~byR{^w?	37	11	5	781,1549,1294,1550,1804
749	N?????ooEF@}NENs^w?	36	11	4	1603,1667,1795,5635
751	N?????ooG^@y{BNs^w?	36	11	8	775,4615,779,4619,4867,6659,4365,4366
755	N?????pBva@t{Drg^w?	37	11	3	1420,2672,8816
757	N?????wEDMnwp{p{^w?	40	12	2	796,2332
759	N?????wMCNg}p{~o^w?	41	12	1	796
760	N?????wp}@FxNqNq^w?	41	11	1	1795
761	N?????~Np}FwNooN~w?	45	15	6	24583,24587,24595,24611,24643,24707
772	N????@?[?^o}Nwmw^w?	38	12	2	2819,16910
773	N????@?[CFn`b{Nw^w?	37	11	1	2574
775	N????@?`wN^@]ENw^w?	37	12	8	6158,6166,6170,6172,1760,1888,1952,1984
777	N????@?s?^e{ewJ{^w?	37	11	2	4619,16907
780	N????@BOr}VwnKnK^w?	42	12	1	962
790	N????@FOtwvE^ono^w?	41	12	1	962
